episode_id,episode_text,domain,research_area,complexity,intrinsic_reward,ged_value,ig_value,is_insight,connected_episodes_count,cross_domain_connections,processing_time,timestamp
11,"Recent research in Meta-Learning bridges the gap between theory and practice in smart cities, showing promising results with practical implications for real-world deployment.",smart cities,Meta-Learning,basic,0.17296832430362702,0.33493664860725403,0.011,False,10,10,0.02970290184020996,2025-06-19T03:58:18.674216
12,"Recent research in Adversarial Learning unveils hidden patterns within industrial automation, showing promising results with practical implications for real-world deployment.",industrial automation,Adversarial Learning,basic,0.17222066497802735,0.3324413299560547,0.012,False,10,10,0.029272079467773438,2025-06-19T03:58:18.719780
13,"Recent research in Quantum Computing revolutionizes understanding of healthcare AI, showing promising results with practical implications for real-world deployment.",healthcare AI,Quantum Computing,basic,0.2158552127480507,0.4187104254961014,0.013000000000000001,False,10,10,0.02865886688232422,2025-06-19T03:58:18.764891
14,"Recent research in Neuromorphic Computing provides robust solution for agricultural technology, showing promising results with practical implications for real-world deployment.",agricultural technology,Neuromorphic Computing,basic,0.2088566057085991,0.4037132114171982,0.014,False,10,10,0.02875995635986328,2025-06-19T03:58:18.808415
15,"Recent research in Edge AI achieves breakthrough performance on space exploration, showing promising results with practical implications for real-world deployment.",space exploration,Edge AI,basic,0.19478536367416383,0.37457072734832764,0.015,False,10,10,0.029692888259887695,2025-06-19T03:58:18.853763
16,"Recent research in Causal Inference introduces novel architecture for biomedical research, showing promising results with practical implications for real-world deployment.",biomedical research,Causal Inference,basic,0.20596081632375718,0.39592163264751434,0.016,False,10,10,0.02789616584777832,2025-06-19T03:58:18.897315
17,"Recent research in Continual Learning demonstrates significant improvements in environmental monitoring, showing promising results with practical implications for real-world deployment.",environmental monitoring,Continual Learning,basic,0.2114535062611103,0.4059070125222206,0.017,False,10,10,0.027369022369384766,2025-06-19T03:58:18.939277
18,"Recent research in Self-Supervised Learning reveals new insights about social network analysis, showing promising results with practical implications for real-world deployment.",social network analysis,Self-Supervised Learning,basic,0.2019333582520485,0.385866716504097,0.018000000000000002,False,10,10,0.0288240909576416,2025-06-19T03:58:18.983265
19,"Recent research in Large Language Models establishes new benchmarks for genome analysis, showing promising results with practical implications for real-world deployment.",genome analysis,Large Language Models,basic,0.22874721263349057,0.4384944252669811,0.019,False,10,10,0.02809000015258789,2025-06-19T03:58:19.026649
20,"Recent research in Computer Vision proposes innovative approach to material science, showing promising results with practical implications for real-world deployment.",material science,Computer Vision,basic,0.21588329434394837,0.41176658868789673,0.02,False,10,10,0.02827620506286621,2025-06-19T03:58:19.070588
21,"Recent research in Natural Language Processing discovers unexpected connections in energy optimization, showing promising results with practical implications for real-world deployment.",energy optimization,Natural Language Processing,basic,0.20132878902554513,0.38165757805109024,0.021,False,10,10,0.02805185317993164,2025-06-19T03:58:19.113773
22,"Recent research in Reinforcement Learning enables practical applications of medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Reinforcement Learning,basic,0.2156528346836567,0.4093056693673134,0.022,False,10,10,0.0287630558013916,2025-06-19T03:58:19.157425
23,"Recent research in Graph Neural Networks solves long-standing challenges in autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Graph Neural Networks,basic,0.19810318851470948,0.37320637702941895,0.023,False,10,10,0.028400897979736328,2025-06-19T03:58:19.200790
24,"Recent research in Federated Learning creates new paradigm for natural language understanding, showing promising results with practical implications for real-world deployment.",natural language understanding,Federated Learning,basic,0.2016079406142235,0.37921588122844696,0.024,False,10,10,0.028125286102294922,2025-06-19T03:58:19.244476
25,"Recent research in Explainable AI bridges the gap between theory and practice in computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Explainable AI,basic,0.17595863044261933,0.32691726088523865,0.025,False,10,10,0.029188871383666992,2025-06-19T03:58:19.289013
26,"Recent research in Multimodal Learning unveils hidden patterns within robotics, showing promising results with practical implications for real-world deployment.",robotics,Multimodal Learning,basic,0.18270501840114595,0.33941003680229187,0.026000000000000002,False,10,10,0.029242277145385742,2025-06-19T03:58:19.334438
27,"Recent research in Few-shot Learning revolutionizes understanding of cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Few-shot Learning,basic,0.18421419954299928,0.34142839908599854,0.027,False,10,9,0.028870105743408203,2025-06-19T03:58:19.378757
28,"Recent research in Transfer Learning provides robust solution for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Transfer Learning,basic,0.1976560368537903,0.36731207370758057,0.028,False,10,9,0.02960205078125,2025-06-19T03:58:19.424214
29,"Recent research in Meta-Learning achieves breakthrough performance on drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Meta-Learning,basic,0.18277408969402315,0.33654817938804626,0.029,False,10,9,0.028555870056152344,2025-06-19T03:58:19.468124
30,"Recent research in Adversarial Learning introduces novel architecture for financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Adversarial Learning,basic,0.1865221628546715,0.34304432570934296,0.03,False,10,10,0.028245925903320312,2025-06-19T03:58:19.511640
31,"Recent research in Quantum Computing demonstrates significant improvements in educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Quantum Computing,basic,0.2112860700786114,0.39157214015722275,0.031,False,10,10,0.02804088592529297,2025-06-19T03:58:19.555614
32,"Recent research in Neuromorphic Computing reveals new insights about smart cities, showing promising results with practical implications for real-world deployment.",smart cities,Neuromorphic Computing,basic,0.2174218345284462,0.4028436690568924,0.032,False,10,10,0.028208017349243164,2025-06-19T03:58:19.599106
33,"Recent research in Edge AI establishes new benchmarks for industrial automation, showing promising results with practical implications for real-world deployment.",industrial automation,Edge AI,basic,0.21800534436106683,0.40301068872213364,0.033,False,10,10,0.027311086654663086,2025-06-19T03:58:19.641868
34,"Recent research in Causal Inference proposes innovative approach to healthcare AI, showing promising results with practical implications for real-world deployment.",healthcare AI,Causal Inference,basic,0.20131099504232408,0.36862199008464813,0.034,False,10,9,0.029356002807617188,2025-06-19T03:58:19.686770
35,"Recent research in Continual Learning discovers unexpected connections in agricultural technology, showing promising results with practical implications for real-world deployment.",agricultural technology,Continual Learning,basic,0.21432780653238298,0.39365561306476593,0.035,False,10,10,0.02783799171447754,2025-06-19T03:58:19.729733
36,"Recent research in Self-Supervised Learning enables practical applications of space exploration, showing promising results with practical implications for real-world deployment.",space exploration,Self-Supervised Learning,basic,0.2028229765892029,0.36964595317840576,0.036000000000000004,False,10,9,0.028584957122802734,2025-06-19T03:58:19.774163
37,"Recent research in Large Language Models solves long-standing challenges in biomedical research, showing promising results with practical implications for real-world deployment.",biomedical research,Large Language Models,basic,0.22532736858725547,0.41365473717451096,0.037,False,10,10,0.029433012008666992,2025-06-19T03:58:19.819245
38,"Recent research in Computer Vision creates new paradigm for environmental monitoring, showing promising results with practical implications for real-world deployment.",environmental monitoring,Computer Vision,basic,0.22368417555093764,0.4093683511018753,0.038,False,10,10,0.027408123016357422,2025-06-19T03:58:19.862477
39,"Recent research in Natural Language Processing bridges the gap between theory and practice in social network analysis, showing promising results with practical implications for real-world deployment.",social network analysis,Natural Language Processing,basic,0.22633497935533523,0.41366995871067047,0.039,False,10,9,0.029906034469604492,2025-06-19T03:58:19.907657
40,"Recent research in Reinforcement Learning unveils hidden patterns within genome analysis, showing promising results with practical implications for real-world deployment.",genome analysis,Reinforcement Learning,basic,0.20532321602106093,0.3706464320421219,0.04,False,10,9,0.02735424041748047,2025-06-19T03:58:19.951430
41,"Recent research in Graph Neural Networks revolutionizes understanding of material science, showing promising results with practical implications for real-world deployment.",material science,Graph Neural Networks,basic,0.20545277315378188,0.3699055463075638,0.041,False,10,10,0.028366804122924805,2025-06-19T03:58:19.994870
42,"Recent research in Federated Learning provides robust solution for energy optimization, showing promising results with practical implications for real-world deployment.",energy optimization,Federated Learning,basic,0.21244942611455916,0.38289885222911835,0.042,False,10,10,0.0276641845703125,2025-06-19T03:58:20.037528
43,"Recent research in Explainable AI achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Explainable AI,basic,0.21441968271136283,0.3858393654227257,0.043000000000000003,False,10,10,0.028774023056030273,2025-06-19T03:58:20.081514
44,"Recent research in Multimodal Learning introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Multimodal Learning,basic,0.20165740710496902,0.35931481420993805,0.044,False,10,10,0.02827906608581543,2025-06-19T03:58:20.125074
45,"Recent research in Few-shot Learning demonstrates significant improvements in natural language understanding, showing promising results with practical implications for real-world deployment.",natural language understanding,Few-shot Learning,basic,0.20816345423460006,0.37132690846920013,0.045,False,10,10,0.028292179107666016,2025-06-19T03:58:20.168764
46,"Recent research in Transfer Learning reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Transfer Learning,basic,0.18429712760448455,0.3225942552089691,0.046,False,10,10,0.027370929718017578,2025-06-19T03:58:20.211504
47,"Recent research in Meta-Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Meta-Learning,basic,0.16657869970798492,0.28615739941596985,0.047,False,10,10,0.028261184692382812,2025-06-19T03:58:20.254980
48,"Recent research in Adversarial Learning proposes innovative approach to cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Adversarial Learning,basic,0.18383632951974868,0.3196726590394974,0.048,False,10,10,0.029843807220458984,2025-06-19T03:58:20.300079
49,"Recent research in Quantum Computing discovers unexpected connections in climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Quantum Computing,basic,0.24555463966727256,0.44210927933454514,0.049,False,10,10,0.027938127517700195,2025-06-19T03:58:20.344651
50,"Recent research in Neuromorphic Computing enables practical applications of drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Neuromorphic Computing,basic,0.22216708734631538,0.39433417469263077,0.05,False,10,10,0.02784585952758789,2025-06-19T03:58:20.387754
51,"Recent research in Edge AI solves long-standing challenges in financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Edge AI,basic,0.20517086285352706,0.35934172570705414,0.051000000000000004,True,10,10,0.031080961227416992,2025-06-19T03:58:20.434369
52,"Recent research in Causal Inference creates new paradigm for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Causal Inference,basic,0.23409749513864517,0.41619499027729034,0.052000000000000005,True,10,10,0.027958154678344727,2025-06-19T03:58:20.477851
53,"Recent research in Continual Learning bridges the gap between theory and practice in smart cities, showing promising results with practical implications for real-world deployment.",smart cities,Continual Learning,basic,0.22645658472180366,0.39991316944360733,0.053,True,10,9,0.029330968856811523,2025-06-19T03:58:20.522461
54,"Recent research in Self-Supervised Learning unveils hidden patterns within industrial automation, showing promising results with practical implications for real-world deployment.",industrial automation,Self-Supervised Learning,basic,0.21574821066856384,0.3774964213371277,0.054,True,10,10,0.028303861618041992,2025-06-19T03:58:20.566974
55,"Recent research in Large Language Models revolutionizes understanding of healthcare AI, showing promising results with practical implications for real-world deployment.",healthcare AI,Large Language Models,basic,0.22394387811422348,0.39288775622844696,0.055,True,10,9,0.028409719467163086,2025-06-19T03:58:20.611027
56,"Recent research in Computer Vision provides robust solution for agricultural technology, showing promising results with practical implications for real-world deployment.",agricultural technology,Computer Vision,basic,0.24364621478319168,0.43129242956638336,0.056,True,10,10,0.029386043548583984,2025-06-19T03:58:20.655950
57,"Recent research in Natural Language Processing achieves breakthrough performance on space exploration, showing promising results with practical implications for real-world deployment.",space exploration,Natural Language Processing,basic,0.22797686046361923,0.39895372092723846,0.057,True,10,9,0.029018163681030273,2025-06-19T03:58:20.700779
58,"Recent research in Reinforcement Learning introduces novel architecture for biomedical research, showing promising results with practical implications for real-world deployment.",biomedical research,Reinforcement Learning,basic,0.2175867826640606,0.3771735653281212,0.058,True,10,10,0.028260231018066406,2025-06-19T03:58:20.744471
59,"Recent research in Graph Neural Networks demonstrates significant improvements in environmental monitoring, showing promising results with practical implications for real-world deployment.",environmental monitoring,Graph Neural Networks,basic,0.2214693946838379,0.3839387893676758,0.059000000000000004,True,10,10,0.028810977935791016,2025-06-19T03:58:20.788566
60,"Recent research in Federated Learning reveals new insights about social network analysis, showing promising results with practical implications for real-world deployment.",social network analysis,Federated Learning,basic,0.23639684051275253,0.41279368102550507,0.06,True,10,10,0.028331756591796875,2025-06-19T03:58:20.832508
61,"Recent research in Explainable AI establishes new benchmarks for genome analysis, showing promising results with practical implications for real-world deployment.",genome analysis,Explainable AI,basic,0.22139769199490547,0.38179538398981094,0.061,True,10,10,0.029009342193603516,2025-06-19T03:58:20.876730
62,"Recent research in Multimodal Learning proposes innovative approach to material science, showing promising results with practical implications for real-world deployment.",material science,Multimodal Learning,basic,0.2268150789141655,0.391630157828331,0.062,True,10,9,0.028462648391723633,2025-06-19T03:58:20.920743
63,"Recent research in Few-shot Learning discovers unexpected connections in energy optimization, showing promising results with practical implications for real-world deployment.",energy optimization,Few-shot Learning,basic,0.20344143682718277,0.34388287365436554,0.063,True,10,10,0.027700185775756836,2025-06-19T03:58:20.964256
64,"Recent research in Transfer Learning enables practical applications of medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Transfer Learning,basic,0.21325136196613312,0.36250272393226624,0.064,True,10,9,0.027592182159423828,2025-06-19T03:58:21.007151
65,"Recent research in Meta-Learning solves long-standing challenges in autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Meta-Learning,basic,0.19146981954574585,0.3179396390914917,0.065,True,10,9,0.029211759567260742,2025-06-19T03:58:21.051361
66,"Recent research in Adversarial Learning creates new paradigm for natural language understanding, showing promising results with practical implications for real-world deployment.",natural language understanding,Adversarial Learning,basic,0.20633364486694336,0.3466672897338867,0.066,True,10,10,0.028659820556640625,2025-06-19T03:58:21.096002
67,"Recent research in Quantum Computing bridges the gap between theory and practice in computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Quantum Computing,basic,0.2210106878578663,0.3750213757157326,0.067,True,10,10,0.02814006805419922,2025-06-19T03:58:21.139863
68,"Recent research in Neuromorphic Computing unveils hidden patterns within robotics, showing promising results with practical implications for real-world deployment.",robotics,Neuromorphic Computing,basic,0.22105661594867707,0.3741132318973541,0.068,True,10,10,0.02873086929321289,2025-06-19T03:58:21.184044
69,"Recent research in Edge AI revolutionizes understanding of cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Edge AI,basic,0.21414007705450058,0.35928015410900116,0.069,True,10,10,0.029092073440551758,2025-06-19T03:58:21.228789
70,"Recent research in Causal Inference provides robust solution for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Causal Inference,basic,0.2543259242922068,0.43865184858441353,0.07,True,10,10,0.027918100357055664,2025-06-19T03:58:21.272215
71,"Recent research in Continual Learning achieves breakthrough performance on drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Continual Learning,basic,0.23837617295980454,0.40575234591960907,0.07100000000000001,True,10,9,0.027667999267578125,2025-06-19T03:58:21.315074
72,"Recent research in Self-Supervised Learning introduces novel architecture for financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Self-Supervised Learning,basic,0.23704333758354187,0.40208667516708374,0.07200000000000001,True,10,10,0.028717041015625,2025-06-19T03:58:21.358499
73,"Recent research in Large Language Models demonstrates significant improvements in educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Large Language Models,basic,0.24515754410624505,0.4173150882124901,0.073,True,10,10,0.027875900268554688,2025-06-19T03:58:21.401886
74,"Recent research in Computer Vision reveals new insights about smart cities, showing promising results with practical implications for real-world deployment.",smart cities,Computer Vision,basic,0.24749771457910538,0.42099542915821075,0.074,True,10,9,0.027707815170288086,2025-06-19T03:58:21.444616
75,"Recent research in Natural Language Processing establishes new benchmarks for industrial automation, showing promising results with practical implications for real-world deployment.",industrial automation,Natural Language Processing,basic,0.23883868604898453,0.40267737209796906,0.075,True,10,10,0.029322147369384766,2025-06-19T03:58:21.488853
76,"Recent research in Reinforcement Learning proposes innovative approach to healthcare AI, showing promising results with practical implications for real-world deployment.",healthcare AI,Reinforcement Learning,basic,0.22627277421951295,0.3765455484390259,0.076,True,10,8,0.028831005096435547,2025-06-19T03:58:21.533331
77,"Recent research in Graph Neural Networks discovers unexpected connections in agricultural technology, showing promising results with practical implications for real-world deployment.",agricultural technology,Graph Neural Networks,basic,0.23183844259381295,0.3866768851876259,0.077,True,10,10,0.027894020080566406,2025-06-19T03:58:21.576453
78,"Recent research in Federated Learning enables practical applications of space exploration, showing promising results with practical implications for real-world deployment.",space exploration,Federated Learning,basic,0.23355795362591744,0.38911590725183487,0.078,True,10,10,0.028353214263916016,2025-06-19T03:58:21.619849
79,"Recent research in Explainable AI solves long-standing challenges in biomedical research, showing promising results with practical implications for real-world deployment.",biomedical research,Explainable AI,basic,0.21309264194965363,0.34718528389930725,0.079,True,10,10,0.02961421012878418,2025-06-19T03:58:21.664753
80,"Recent research in Multimodal Learning creates new paradigm for environmental monitoring, showing promising results with practical implications for real-world deployment.",environmental monitoring,Multimodal Learning,basic,0.2357487240433693,0.3914974480867386,0.08,True,10,10,0.02899909019470215,2025-06-19T03:58:21.709549
81,"Recent research in Few-shot Learning bridges the gap between theory and practice in social network analysis, showing promising results with practical implications for real-world deployment.",social network analysis,Few-shot Learning,basic,0.22695044416189195,0.3729008883237839,0.081,True,10,10,0.030553102493286133,2025-06-19T03:58:21.755510
82,"Recent research in Transfer Learning unveils hidden patterns within genome analysis, showing promising results with practical implications for real-world deployment.",genome analysis,Transfer Learning,basic,0.2210186112523079,0.3600372225046158,0.082,True,10,9,0.02950882911682129,2025-06-19T03:58:21.801792
83,"Recent research in Meta-Learning revolutionizes understanding of material science, showing promising results with practical implications for real-world deployment.",material science,Meta-Learning,basic,0.20371219301223756,0.3244243860244751,0.083,True,10,9,0.028716087341308594,2025-06-19T03:58:21.846381
84,"Recent research in Adversarial Learning provides robust solution for energy optimization, showing promising results with practical implications for real-world deployment.",energy optimization,Adversarial Learning,basic,0.21433096063137055,0.3446619212627411,0.084,True,10,10,0.029085159301757812,2025-06-19T03:58:21.890502
85,"Recent research in Quantum Computing achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Quantum Computing,basic,0.2679469096660614,0.4508938193321228,0.085,True,10,9,0.02846693992614746,2025-06-19T03:58:21.934912
86,"Recent research in Neuromorphic Computing introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Neuromorphic Computing,basic,0.24093807342648507,0.3958761468529701,0.08600000000000001,True,10,10,0.02909708023071289,2025-06-19T03:58:21.979018
87,"Recent research in Edge AI demonstrates significant improvements in natural language understanding, showing promising results with practical implications for real-world deployment.",natural language understanding,Edge AI,basic,0.23093298202753068,0.37486596405506134,0.08700000000000001,True,10,10,0.029309988021850586,2025-06-19T03:58:22.023890
88,"Recent research in Causal Inference reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Causal Inference,basic,0.23618529388308523,0.3843705877661705,0.088,True,10,10,0.02937602996826172,2025-06-19T03:58:22.069173
89,"Recent research in Continual Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Continual Learning,basic,0.22555609714984892,0.3621121942996979,0.089,True,10,9,0.028989076614379883,2025-06-19T03:58:22.113863
90,"Recent research in Self-Supervised Learning proposes innovative approach to cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Self-Supervised Learning,basic,0.2336937990784645,0.377387598156929,0.09,True,10,9,0.028936386108398438,2025-06-19T03:58:22.158449
91,"Recent research in Large Language Models discovers unexpected connections in climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Large Language Models,basic,0.2510300697684288,0.4110601395368576,0.091,True,10,10,0.03023076057434082,2025-06-19T03:58:22.205403
92,"Recent research in Computer Vision enables practical applications of drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Computer Vision,basic,0.23918751618266104,0.3863750323653221,0.092,True,10,9,0.027345895767211914,2025-06-19T03:58:22.248350
93,"Recent research in Natural Language Processing solves long-standing challenges in financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Natural Language Processing,basic,0.2529576223492622,0.4129152446985245,0.093,True,10,9,0.02809906005859375,2025-06-19T03:58:22.291875
94,"Recent research in Reinforcement Learning creates new paradigm for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Reinforcement Learning,basic,0.22885912072658537,0.3637182414531708,0.094,True,10,10,0.030503034591674805,2025-06-19T03:58:22.338574
95,"Recent research in Graph Neural Networks bridges the gap between theory and practice in smart cities, showing promising results with practical implications for real-world deployment.",smart cities,Graph Neural Networks,basic,0.253216747790575,0.41143349558115005,0.095,True,10,10,0.029181957244873047,2025-06-19T03:58:22.383339
96,"Recent research in Federated Learning unveils hidden patterns within industrial automation, showing promising results with practical implications for real-world deployment.",industrial automation,Federated Learning,basic,0.23336902219057082,0.37073804438114166,0.096,True,10,10,0.029915809631347656,2025-06-19T03:58:22.430175
97,"Recent research in Explainable AI revolutionizes understanding of healthcare AI, showing promising results with practical implications for real-world deployment.",healthcare AI,Explainable AI,basic,0.2289404705762863,0.36088094115257263,0.097,True,10,8,0.02862405776977539,2025-06-19T03:58:22.474921
98,"Recent research in Multimodal Learning provides robust solution for agricultural technology, showing promising results with practical implications for real-world deployment.",agricultural technology,Multimodal Learning,basic,0.22530935460329055,0.3526187092065811,0.098,True,10,9,0.029047012329101562,2025-06-19T03:58:22.519117
99,"Recent research in Few-shot Learning achieves breakthrough performance on space exploration, showing promising results with practical implications for real-world deployment.",space exploration,Few-shot Learning,basic,0.2215123291015625,0.344024658203125,0.099,True,10,10,0.028277873992919922,2025-06-19T03:58:22.563195
100,"Recent research in Transfer Learning introduces novel architecture for biomedical research, showing promising results with practical implications for real-world deployment.",biomedical research,Transfer Learning,basic,0.21604043543338775,0.3320808708667755,0.1,True,10,10,0.027917146682739258,2025-06-19T03:58:22.606928
