insight_id,episode_id,episode_text,intrinsic_reward,ged_value,ig_value,connected_episodes_count,cross_domain_connections,detection_timestamp,language_description,abstraction_level,diversity_level,intensity_level,semantic_features,extracted_keywords,vector_mean,vector_std,vector_max,vector_min
EXP1_INS_0076,76,"Recent research in Reinforcement Learning proposes innovative approach to healthcare AI, showing promising results with practical implications for real-world deployment.",0.22627277421951295,0.3765455484390259,0.076,10,8,2025-06-19T02:30:04.732355,"Episode_76: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, reinforcement, learning, proposes)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, reinforcement, learning, proposes",0.000418935640482232,0.05102932080626488,0.17931802570819855,-0.14778803288936615
EXP1_INS_0077,77,"Recent research in Graph Neural Networks discovers unexpected connections in agricultural technology, showing promising results with practical implications for real-world deployment.",0.23183844259381295,0.3866768851876259,0.077,10,10,2025-06-19T02:30:04.776244,"Episode_77: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, graph, neural, networks)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, graph, neural, networks",0.0007667411118745804,0.05102527514100075,0.14169926941394806,-0.15331311523914337
EXP1_INS_0078,78,"Recent research in Federated Learning enables practical applications of space exploration, showing promising results with practical implications for real-world deployment.",0.23355795362591744,0.38911590725183487,0.078,10,9,2025-06-19T02:30:04.819614,"Episode_78: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, federated, learning, enables)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, federated, learning, enables",0.0010898772161453962,0.051019396632909775,0.168081134557724,-0.12830553948879242
EXP1_INS_0079,79,"Recent research in Explainable AI solves long-standing challenges in biomedical research, showing promising results with practical implications for real-world deployment.",0.21309264194965363,0.34718528389930725,0.079,10,10,2025-06-19T02:30:04.863817,"Episode_79: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, explainable, solves, long-standing)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, explainable, solves, long-standing",-0.0003030383959412575,0.05103013664484024,0.1417178511619568,-0.1546308845281601
EXP1_INS_0080,80,"Recent research in Multimodal Learning creates new paradigm for environmental monitoring, showing promising results with practical implications for real-world deployment.",0.2357487240433693,0.3914974480867386,0.08,10,10,2025-06-19T02:30:04.909585,"Episode_80: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, multimodal, learning, creates)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, multimodal, learning, creates",0.000613039534073323,0.05102735385298729,0.15764889121055603,-0.12847864627838135
EXP1_INS_0081,81,"Recent research in Few-shot Learning bridges the gap between theory and practice in social network analysis, showing promising results with practical implications for real-world deployment.",0.22695044416189195,0.3729008883237839,0.081,10,10,2025-06-19T02:30:04.955526,"Episode_81: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, few-shot, learning, bridges)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, few-shot, learning, bridges",0.0005540790152736008,0.05102802440524101,0.11915530264377594,-0.14341309666633606
EXP1_INS_0082,82,"Recent research in Transfer Learning unveils hidden patterns within genome analysis, showing promising results with practical implications for real-world deployment.",0.2210186112523079,0.3600372225046158,0.082,10,9,2025-06-19T02:30:05.001060,"Episode_82: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, transfer, learning, unveils)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, transfer, learning, unveils",0.0007298118434846401,0.05102581903338432,0.1319637894630432,-0.16463099420070648
EXP1_INS_0083,83,"Recent research in Meta-Learning revolutionizes understanding of material science, showing promising results with practical implications for real-world deployment.",0.20371219301223756,0.3244243860244751,0.083,10,9,2025-06-19T02:30:05.046043,"Episode_83: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, meta-learning, revolutionizes, understanding)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, meta-learning, revolutionizes, understanding",0.00019381071615498513,0.05103067308664322,0.14822298288345337,-0.18414713442325592
EXP1_INS_0084,84,"Recent research in Adversarial Learning provides robust solution for energy optimization, showing promising results with practical implications for real-world deployment.",0.21433096063137055,0.3446619212627411,0.084,10,10,2025-06-19T02:30:05.090105,"Episode_84: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, adversarial, learning, provides)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, adversarial, learning, provides",0.0011391345178708434,0.05101832002401352,0.13392877578735352,-0.13757838308811188
EXP1_INS_0085,85,"Recent research in Quantum Computing achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",0.2679469096660614,0.4508938193321228,0.085,10,10,2025-06-19T02:30:05.133896,"Episode_85: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, quantum, computing, achieves)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, quantum, computing, achieves",-0.0005057697999291122,0.0510285310447216,0.14172658324241638,-0.1471204310655594
EXP1_INS_0086,86,"Recent research in Neuromorphic Computing introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",0.24093807342648507,0.3958761468529701,0.08600000000000001,10,10,2025-06-19T02:30:05.177178,"Episode_86: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, neuromorphic, computing, introduces)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, neuromorphic, computing, introduces",0.0004771730164065957,0.05102880299091339,0.15339279174804688,-0.15177814662456512
EXP1_INS_0087,87,"Recent research in Edge AI demonstrates significant improvements in natural language understanding, showing promising results with practical implications for real-world deployment.",0.23093298202753068,0.37486596405506134,0.08700000000000001,10,10,2025-06-19T02:30:05.220065,"Episode_87: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, demonstrates, significant, improvements)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, demonstrates, significant, improvements",0.0006868899799883366,0.05102641135454178,0.13749505579471588,-0.14964431524276733
EXP1_INS_0088,88,"Recent research in Causal Inference reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",0.23618529388308523,0.3843705877661705,0.088,10,10,2025-06-19T02:30:05.263092,"Episode_88: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, causal, inference, reveals)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, causal, inference, reveals",0.000997512717731297,0.05102128908038139,0.14048609137535095,-0.1406514197587967
EXP1_INS_0089,89,"Recent research in Continual Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",0.22555609714984892,0.3621121942996979,0.089,10,9,2025-06-19T02:30:05.307755,"Episode_89: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, continual, learning, establishes)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, continual, learning, establishes",0.0001893539447337389,0.051030684262514114,0.13324546813964844,-0.12184976041316986
EXP1_INS_0090,90,"Recent research in Self-Supervised Learning proposes innovative approach to cybersecurity, showing promising results with practical implications for real-world deployment.",0.2336937990784645,0.377387598156929,0.09,10,9,2025-06-19T02:30:05.351454,"Episode_90: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, self-supervised, learning, proposes)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, self-supervised, learning, proposes",0.0007336282287724316,0.051025763154029846,0.15991802513599396,-0.13030946254730225
EXP1_INS_0091,91,"Recent research in Large Language Models discovers unexpected connections in climate modeling, showing promising results with practical implications for real-world deployment.",0.2510300697684288,0.4110601395368576,0.091,10,10,2025-06-19T02:30:05.396652,"Episode_91: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, large, language, models)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, large, language, models",-4.6173732698662207e-05,0.05103101581335068,0.17069537937641144,-0.12999214231967926
EXP1_INS_0092,92,"Recent research in Computer Vision enables practical applications of drug discovery, showing promising results with practical implications for real-world deployment.",0.23918751618266104,0.3863750323653221,0.092,10,9,2025-06-19T02:30:05.439541,"Episode_92: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, computer, vision, enables)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, computer, vision, enables",-0.00012223725207149982,0.05103088915348053,0.1682732105255127,-0.1356404572725296
EXP1_INS_0093,93,"Recent research in Natural Language Processing solves long-standing challenges in financial prediction, showing promising results with practical implications for real-world deployment.",0.2529576223492622,0.4129152446985245,0.093,10,9,2025-06-19T02:30:05.483916,"Episode_93: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, natural, language, processing)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, natural, language, processing",0.0002614965196698904,0.051030367612838745,0.1582040637731552,-0.17109385132789612
EXP1_INS_0094,94,"Recent research in Reinforcement Learning creates new paradigm for educational technology, showing promising results with practical implications for real-world deployment.",0.22885912072658537,0.3637182414531708,0.094,10,10,2025-06-19T02:30:05.528280,"Episode_94: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, reinforcement, learning, creates)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, reinforcement, learning, creates",0.0016905753873288631,0.051003023982048035,0.1605297029018402,-0.14392642676830292
EXP1_INS_0095,95,"Recent research in Graph Neural Networks bridges the gap between theory and practice in smart cities, showing promising results with practical implications for real-world deployment.",0.253216747790575,0.41143349558115005,0.095,10,10,2025-06-19T02:30:05.572111,"Episode_95: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, graph, neural, networks)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, graph, neural, networks",0.001324103563092649,0.05101385712623596,0.147776797413826,-0.15042026340961456
EXP1_INS_0096,96,"Recent research in Federated Learning unveils hidden patterns within industrial automation, showing promising results with practical implications for real-world deployment.",0.23336902219057082,0.37073804438114166,0.096,10,10,2025-06-19T02:30:05.616859,"Episode_96: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, federated, learning, unveils)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, federated, learning, unveils",0.0010884954826906323,0.051019422709941864,0.15580807626247406,-0.14401280879974365
EXP1_INS_0097,97,"Recent research in Explainable AI revolutionizes understanding of healthcare AI, showing promising results with practical implications for real-world deployment.",0.2289404705762863,0.36088094115257263,0.097,10,9,2025-06-19T02:30:05.661280,"Episode_97: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, explainable, revolutionizes, understanding)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, explainable, revolutionizes, understanding",-0.0005488887545652688,0.05102808400988579,0.14825065433979034,-0.15389221906661987
EXP1_INS_0098,98,"Recent research in Multimodal Learning provides robust solution for agricultural technology, showing promising results with practical implications for real-world deployment.",0.22530935460329055,0.3526187092065811,0.098,10,9,2025-06-19T02:30:05.704062,"Episode_98: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, multimodal, learning, provides)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, multimodal, learning, provides",0.00033822376281023026,0.05102991312742233,0.13124121725559235,-0.1390547752380371
EXP1_INS_0099,99,"Recent research in Few-shot Learning achieves breakthrough performance on space exploration, showing promising results with practical implications for real-world deployment.",0.2215123291015625,0.344024658203125,0.099,10,10,2025-06-19T02:30:05.747854,"Episode_99: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, few-shot, learning, achieves)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, few-shot, learning, achieves",0.00033512417576275766,0.05102993920445442,0.17392538487911224,-0.15337154269218445
EXP1_INS_0100,100,"Recent research in Transfer Learning introduces novel architecture for biomedical research, showing promising results with practical implications for real-world deployment.",0.21604043543338775,0.3320808708667755,0.1,10,10,2025-06-19T02:30:05.792300,"Episode_100: 中間抽象度, 集約的, 弱特徴 (キーワード: recent, research, transfer, learning, introduces)",medium,low,low,"中間抽象度, 集約的, 弱特徴","recent, research, transfer, learning, introduces",0.00032184956944547594,0.05103001743555069,0.12253807485103607,-0.15620137751102448
