file_path,module,domain,subdomain,responsibility_summary,line_count,class_count,function_count,classes,top_level_functions,runtime_reachable,test_reachable,internal_indegree,priority,recommended_action,merge_with,split_recommendation,improvement_proposal
src/insightspike/algorithms/graph_importance.py,insightspike.algorithms.graph_importance,algorithms,algorithms,geDIG/IG/類似度など指標計算,379,2,0,GraphImportanceCalculator|DynamicImportanceTracker,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/algorithms/graph_structure_analyzer.py,insightspike.algorithms.graph_structure_analyzer,algorithms,algorithms,geDIG/IG/類似度など指標計算,256,1,1,GraphStructureAnalyzer,analyze_graph_structure,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/algorithms/ig/__init__.py,insightspike.algorithms.ig.__init__,algorithms,algorithms/ig,geDIG/IG/類似度など指標計算,17,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/algorithms/information_gain.py,insightspike.algorithms.information_gain,algorithms,algorithms,geDIG/IG/類似度など指標計算,607,1,3,InformationGain,compute_shannon_entropy|compute_information_gain|compute_delta_ig,yes,yes,6,P2,split,-,前処理・コア計算・後処理を分離,アルゴリズム検証をしやすくするため関数群を分割
src/insightspike/algorithms/isomorphism_discovery.py,insightspike.algorithms.isomorphism_discovery,algorithms,algorithms,geDIG/IG/類似度など指標計算,522,5,2,EditType|EditOperation|Transform|PartialMapping|IsomorphismDiscovery,discover_insight|create_test_graphs,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/algorithms/local_information_gain_v2.py,insightspike.algorithms.local_information_gain_v2,algorithms,algorithms,geDIG/IG/類似度など指標計算,310,2,1,LocalIGResult|LocalInformationGainV2,compute_local_ig,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/algorithms/metrics_selector.py,insightspike.algorithms.metrics_selector,algorithms,algorithms,geDIG/IG/類似度など指標計算,401,1,3,MetricsSelector,get_metrics_selector|delta_ged|delta_ig,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/algorithms/proper_delta_ged.py,insightspike.algorithms.proper_delta_ged,algorithms,algorithms,geDIG/IG/類似度など指標計算,150,1,2,ProperDeltaGED,proper_delta_ged|reset_ged_state,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/algorithms/proper_entropy.py,insightspike.algorithms.proper_entropy,algorithms,algorithms,geDIG/IG/類似度など指標計算,97,0,2,-,calculate_vector_entropy|calculate_information_gain,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/algorithms/pyg_adapter.py,insightspike.algorithms.pyg_adapter,algorithms,algorithms,geDIG/IG/類似度など指標計算,292,2,0,PyGAdapter|PyGGraphEditDistance,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/algorithms/query_type_processor.py,insightspike.algorithms.query_type_processor,algorithms,algorithms,geDIG/IG/類似度など指標計算,422,3,0,QueryType|QueryContext|QueryTypeProcessor,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/algorithms/rehydration.py,insightspike.algorithms.rehydration,algorithms,algorithms,geDIG/IG/類似度など指標計算,50,2,0,RehydrationStats|Rehydrator,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/algorithms/structural_similarity.py,insightspike.algorithms.structural_similarity,algorithms,algorithms,geDIG/IG/類似度など指標計算,720,2,1,SimilarityResult|StructuralSimilarityEvaluator,compute_structural_similarity,yes,yes,3,P2,split,-,前処理・コア計算・後処理を分離,アルゴリズム検証をしやすくするため関数群を分割
src/insightspike/algorithms/structure_enricher.py,insightspike.algorithms.structure_enricher,algorithms,algorithms,geDIG/IG/類似度など指標計算,153,1,0,StructureEnricher,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/cli/__init__.py,insightspike.cli.__init__,cli,cli,CLIエントリとコマンド,16,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/cli/__main__.py,insightspike.cli.__main__,cli,cli,CLIエントリとコマンド,8,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/cli/commands/__init__.py,insightspike.cli.commands.__init__,cli,cli,CLIエントリとコマンド,7,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/cli/simple_cli.py,insightspike.cli.simple_cli,cli,cli,CLIエントリとコマンド,29,0,2,-,version|test,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/confidence/confidence_manager.py,insightspike.confidence.confidence_manager,confidence,confidence,信頼度(C-value)管理,189,1,0,ConfidenceManager,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/config/index_config.py,insightspike.config.index_config,config,config,設定モデル/ローダ/正規化,94,2,0,IntegratedIndexConfig|IndexFeatureFlags,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/config/message_passing_config.py,insightspike.config.message_passing_config,config,config,設定モデル/ローダ/正規化,133,1,3,MessagePassingConfig,get_default_message_passing_config|get_performance_optimized_config|get_quality_optimized_config,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/config/vector_weights.py,insightspike.config.vector_weights,config,config,設定モデル/ローダ/正規化,57,1,0,VectorWeightConfig,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/core/__init__.py,insightspike.core.__init__,core,core,中核データ構造と基底I/F,56,0,0,-,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/core/base/__init__.py,insightspike.core.base.__init__,core,core,中核データ構造と基底I/F,245,8,0,LayerInput|LayerOutput|LayerInterface|L1ErrorMonitorInterface|L2MemoryInterface|L3GraphReasonerInterface|L4LLMInterface|AgentInterface,-,yes,yes,4,P2,shrink_exports,-,-,re-export を最小化し、重い import は遅延ロードに統一
src/insightspike/core/base/layer4_interface.py,insightspike.core.base.layer4_interface,core,core,中核データ構造と基底I/F,114,2,0,L4Interface|L4_1Interface,-,no,no,1,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/core/enhanced_episode.py,insightspike.core.enhanced_episode,core,core,中核データ構造と基底I/F,209,3,0,EnhancedEpisode|EdgeInfo|MemoryStatistics,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/core/memory_controller.py,insightspike.core.memory_controller,core,core,中核データ構造と基底I/F,256,1,0,MemoryController,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/core/reasoning_engine.py,insightspike.core.reasoning_engine,core,core,中核データ構造と基底I/F,226,1,0,ReasoningEngine,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/core/response_generator.py,insightspike.core.response_generator,core,core,中核データ構造と基底I/F,262,2,0,ResponseTemplate|ResponseGenerator,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/core/structures.py,insightspike.core.structures,core,core,中核データ構造と基底I/F,62,2,0,GraphMetrics|CycleResult,-,no,yes,4,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/core/weight_vector_manager.py,insightspike.core.weight_vector_manager,core,core,中核データ構造と基底I/F,144,1,0,WeightVectorManager,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/decoder/__init__.py,insightspike.decoder.__init__,decoder,decoder,ベクトル復号,10,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/decoder/vector_decoder.py,insightspike.decoder.vector_decoder,decoder,decoder,ベクトル復号,357,1,0,VectorDecoder,-,no,no,1,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/detection/__init__.py,insightspike.detection.__init__,detection,detection,洞察検出/登録,11,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/detection/eureka_spike.py,insightspike.detection.eureka_spike,detection,detection,洞察検出/登録,287,1,1,EurekaDetector,detect_eureka_spike,no,no,3,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/di/__init__.py,insightspike.di.__init__,di,di,DIコンテナ/プロバイダ,25,0,0,-,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/di/container.py,insightspike.di.container,di,di,DIコンテナ/プロバイダ,185,4,0,ServiceProvider|SingletonProvider|FactoryProvider|DIContainer,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/di/providers.py,insightspike.di.providers,di,di,DIコンテナ/プロバイダ,154,5,0,DataStoreProvider|EmbedderProvider|LLMProviderFactory|GraphBuilderProvider|MemoryManagerProvider,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/environments/__init__.py,insightspike.environments.__init__,environments,environments,環境モデル,1,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/environments/complex_maze.py,insightspike.environments.complex_maze,environments,environments,環境モデル,223,1,0,ComplexMazeGenerator,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/environments/maze.py,insightspike.environments.maze,environments,environments,環境モデル,332,3,0,CellType|MazeObservation|SimpleMaze,-,no,yes,13,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/environments/proper_maze_generator.py,insightspike.environments.proper_maze_generator,environments,environments,環境モデル,231,1,0,ProperMazeGenerator,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/episodic/__init__.py,insightspike.episodic.__init__,episodic,episodic,エピソード分割/統合,18,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/episodic/hybrid_episode_splitter.py,insightspike.episodic.hybrid_episode_splitter,episodic,episodic,エピソード分割/統合,726,3,0,SplitCandidate|SplitEvaluationResult|HybridEpisodeSplitter,-,no,no,1,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/evaluation/gedig_evaluator.py,insightspike.evaluation.gedig_evaluator,evaluation,evaluation,評価指標計算,237,1,0,GeDIGEvaluator,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/examples/reusability_examples.py,insightspike.examples.reusability_examples,examples,examples,利用例,287,1,7,SimpleCustomEnvironment,example_1_basic_maze_agent|example_2_custom_configured_agent|example_3_standalone_graph_reasoner|example_4_different_maze_environments|example_5_insight_pattern_analysis|example_6_custom_environment|run_all_examples,no,no,0,P2,archive_or_move,-,-,実行経路外。用途を README に明記し、必要なら experiments または archive に移す
src/insightspike/experiments/core_metrics.py,insightspike.experiments.core_metrics,experiments,experiments,実験補助,297,2,0,CoreMetrics|ExperimentRunner,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/experiments/utils.py,insightspike.experiments.utils,experiments,experiments,実験補助,250,1,2,ExperimentRunner,create_experiment_config|run_minimal_test,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
